2023-04-01 16:33:56,585 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,308 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,322 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,325 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,326 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,340 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,342 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,345 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,360 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,360 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,364 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,370 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,371 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,372 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,374 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,375 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,376 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,377 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,377 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 18:17:52,379 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,381 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,382 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,384 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,386 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,387 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,388 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,388 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,390 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 18:17:52,395 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,399 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,401 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,405 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:52,405 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 18:17:57,483 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:57,618 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:57,618 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:57,619 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:57,626 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:57,630 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8086/ (Press CTRL+C to quit)
2023-04-03 18:17:57,627 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:57,637 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:57,638 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:57,637 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:57,671 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:57,672 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:57,674 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:57,675 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8088/ (Press CTRL+C to quit)
2023-04-03 18:17:57,692 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:57,694 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id 3975183a-8692-4b08-b4c6-182c443a882a
2023-04-03 18:17:57,694 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:1
2023-04-03 18:17:57,695 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:57] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:57,697 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:57,698 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:57,698 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id f3a21739-4f12-4412-91a3-a5be413d8517
2023-04-03 18:17:57,698 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:2
2023-04-03 18:17:57,699 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:57] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:57,701 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,050 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,062 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,062 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,070 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,071 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,072 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,075 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8092/ (Press CTRL+C to quit)
2023-04-03 18:17:58,096 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,097 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id 094478df-5d3f-47a7-bd2e-8695dfb1e6b6
2023-04-03 18:17:58,097 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:3
2023-04-03 18:17:58,098 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,100 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,119 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,131 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,131 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,139 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,143 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8085/ (Press CTRL+C to quit)
2023-04-03 18:17:58,143 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,143 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,173 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,174 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id cdc14bf1-4e12-4358-9586-bb0668dc65a9
2023-04-03 18:17:58,174 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:4
2023-04-03 18:17:58,174 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,176 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,295 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,307 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,308 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,315 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,316 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,316 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,320 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8089/ (Press CTRL+C to quit)
2023-04-03 18:17:58,325 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,337 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,338 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,340 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,341 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id 1662db02-0c6d-4929-a332-0ea09c66eb3e
2023-04-03 18:17:58,341 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:5
2023-04-03 18:17:58,342 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,344 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,346 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,346 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,347 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,351 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8094/ (Press CTRL+C to quit)
2023-04-03 18:17:58,373 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,374 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id b2b14e87-61ce-4e1c-867d-67758d92f010
2023-04-03 18:17:58,374 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:6
2023-04-03 18:17:58,375 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,376 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,389 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,395 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,395 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,405 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,408 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8093/ (Press CTRL+C to quit)
2023-04-03 18:17:58,409 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,409 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,421 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,425 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,426 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,429 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,430 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id cc6cf7cd-0a7d-4155-844f-e4cf92efc560
2023-04-03 18:17:58,430 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:7
2023-04-03 18:17:58,431 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,433 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,433 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,435 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,435 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,440 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8090/ (Press CTRL+C to quit)
2023-04-03 18:17:58,445 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,456 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,457 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id f4ab7fab-e45d-4b42-a3b1-f59deeee343f
2023-04-03 18:17:58,457 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:8
2023-04-03 18:17:58,457 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,457 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,458 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,459 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,465 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,467 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,467 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,472 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8091/ (Press CTRL+C to quit)
2023-04-03 18:17:58,473 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 18:17:58,479 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 18:17:58,479 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 18:17:58,487 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 18:17:58,487 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,488 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id 67fd29ee-d83c-4e8a-8b19-3b8f2977535d
2023-04-03 18:17:58,488 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:9
2023-04-03 18:17:58,488 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 18:17:58,489 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 18:17:58,489 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,490 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:17:58,494 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8087/ (Press CTRL+C to quit)
2023-04-03 18:17:58,509 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 18:17:58,510 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id acaf494a-d24e-4dcc-ab14-0eecbc23ff40
2023-04-03 18:17:58,510 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:10
2023-04-03 18:17:58,511 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:17:58] "POST /6 HTTP/1.1" 200 -
2023-04-03 18:17:58,512 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 18:18:05,930 | 1.1.0 | INFO | root                                          | State: States.TRAIN
2023-04-03 18:18:05,931 | 1.1.0 | INFO | __main__                                      | Initiating Global Training.
2023-04-03 18:18:05,931 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_handler        | Warm start disabled.
2023-04-03 18:18:05,931 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Model updateNone
2023-04-03 18:18:05,931 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.SND_MODEL
2023-04-03 18:18:05,931 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.SND_REQ
2023-04-03 18:18:05,957 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,958 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,959 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 18:18:05,959 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,959 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,961 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,961 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 18:18:05,961 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Handling async request in a separate thread
2023-04-03 18:18:05,960 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Handling async request in a separate thread
2023-04-03 18:18:05,962 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 18:18:05] "POST /7 HTTP/1.1" 200 -
